model,prompt_type,direction,alpha,layer,head,prompt,base_margin,steered_margin,margin_shift,flipped,seed,n
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2285 > 9442? Answer:,-2.2890625,-1.9375,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4116 > 5475? Answer:,-1.515625,-1.125,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2990 > 5460? Answer:,-1.734375,-1.3359375,0.3984375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1570 > 2495? Answer:,-1.9453125,-1.5859375,0.359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1647 > 3148? Answer:,-2.3828125,-2.046875,0.3359375,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 4878 > 7153? Answer:,-2.015625,-1.609375,0.40625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 2977 > 6464? Answer:,-1.5390625,-1.1484375,0.390625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1757 > 9637? Answer:,-1.9765625,-1.625,0.3515625,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 1363 > 4083? Answer:,-2.5703125,-2.25,0.3203125,0,42,100
Qwen/Qwen3-1.7B,corrupt,minus,-4.0,17,1,Is 3934 > 4050? Answer:,-1.265625,-0.84375,0.421875,0,42,100
