a,b,label,base_pred,steered_pred,base_yes_logp,base_no_logp,base_margin,steered_yes_logp,steered_no_logp,steered_margin,margin_shift,flipped,base_correct,steered_correct,alpha_resid,alpha_head5,alpha_head7,layer
81,35,Yes,Yes,Yes,-5.94921875,-8.75,2.80078125,-5.8984375,-10.2109375,4.3125,1.51171875,0,1,1,0.0,4.0,-12.0,24
98,99,No,No,No,-9.171875,-5.85546875,-3.31640625,-7.83984375,-5.87109375,-1.96875,1.34765625,0,1,1,0.0,4.0,-12.0,24
66,62,Yes,Yes,Yes,-5.8828125,-8.6640625,2.78125,-5.9375,-10.2734375,4.3359375,1.5546875,0,1,1,0.0,4.0,-12.0,24
80,30,Yes,Yes,Yes,-6.1015625,-9.2109375,3.109375,-6.02734375,-10.6171875,4.58984375,1.48046875,0,1,1,0.0,4.0,-12.0,24
35,56,No,No,No,-9.3984375,-6.7421875,-2.65625,-7.62890625,-6.58984375,-1.0390625,1.6171875,0,1,1,0.0,4.0,-12.0,24
9,91,No,No,No,-8.84375,-6.1484375,-2.6953125,-7.265625,-6.21875,-1.046875,1.6484375,0,1,1,0.0,4.0,-12.0,24
36,30,Yes,Yes,Yes,-6.08203125,-9.53125,3.44921875,-6.1015625,-10.8359375,4.734375,1.28515625,0,1,1,0.0,4.0,-12.0,24
34,42,No,No,No,-9.3125,-6.30078125,-3.01171875,-8.109375,-6.1875,-1.921875,1.08984375,0,1,1,0.0,4.0,-12.0,24
40,69,No,No,Yes,-8.3046875,-6.890625,-1.4140625,-6.30078125,-7.44921875,1.1484375,2.5625,1,1,0,0.0,4.0,-12.0,24
10,17,No,No,No,-9.2734375,-6.5390625,-2.734375,-7.359375,-6.7265625,-0.6328125,2.1015625,0,1,1,0.0,4.0,-12.0,24
19,29,No,No,Yes,-8.40625,-6.26171875,-2.14453125,-6.546875,-6.7421875,0.1953125,2.33984375,1,1,0,0.0,4.0,-12.0,24
49,88,No,No,Yes,-9.0,-6.9921875,-2.0078125,-7.0859375,-7.1015625,0.015625,2.0234375,1,1,0,0.0,4.0,-12.0,24
19,90,No,No,Yes,-8.6328125,-6.9140625,-1.71875,-6.79296875,-7.57421875,0.78125,2.5,1,1,0,0.0,4.0,-12.0,24
27,8,Yes,Yes,Yes,-6.125,-8.4140625,2.2890625,-6.0625,-10.3671875,4.3046875,2.015625,0,1,1,0.0,4.0,-12.0,24
53,52,Yes,Yes,Yes,-5.703125,-7.4609375,1.7578125,-5.609375,-9.1640625,3.5546875,1.796875,0,1,1,0.0,4.0,-12.0,24
42,69,No,No,No,-9.4375,-7.0,-2.4375,-8.015625,-6.75390625,-1.26171875,1.17578125,0,1,1,0.0,4.0,-12.0,24
59,53,Yes,Yes,Yes,-6.015625,-8.9375,2.921875,-6.00390625,-10.1953125,4.19140625,1.26953125,0,1,1,0.0,4.0,-12.0,24
7,26,No,No,No,-8.71875,-6.34375,-2.375,-6.75390625,-6.72265625,-0.03125,2.34375,0,1,1,0.0,4.0,-12.0,24
53,49,Yes,Yes,Yes,-6.046875,-9.3515625,3.3046875,-6.0703125,-10.5546875,4.484375,1.1796875,0,1,1,0.0,4.0,-12.0,24
98,74,Yes,Yes,Yes,-5.92578125,-9.109375,3.18359375,-5.9140625,-10.453125,4.5390625,1.35546875,0,1,1,0.0,4.0,-12.0,24
89,2,Yes,No,Yes,-7.80078125,-6.41015625,-1.390625,-6.1796875,-8.0546875,1.875,3.265625,1,0,1,0.0,4.0,-12.0,24
97,73,Yes,Yes,Yes,-6.015625,-8.375,2.359375,-5.921875,-9.8515625,3.9296875,1.5703125,0,1,1,0.0,4.0,-12.0,24
48,61,No,No,Yes,-8.578125,-6.85546875,-1.72265625,-6.79296875,-7.07421875,0.28125,2.00390625,1,1,0,0.0,4.0,-12.0,24
0,45,No,No,Yes,-8.4921875,-6.34765625,-2.14453125,-6.39453125,-6.86328125,0.46875,2.61328125,1,1,0,0.0,4.0,-12.0,24
38,96,No,No,No,-9.34375,-7.0546875,-2.2890625,-7.72265625,-6.98828125,-0.734375,1.5546875,0,1,1,0.0,4.0,-12.0,24
49,53,No,No,No,-8.921875,-6.1953125,-2.7265625,-7.703125,-6.1328125,-1.5703125,1.15625,0,1,1,0.0,4.0,-12.0,24
68,95,No,No,Yes,-8.8828125,-7.3671875,-1.515625,-7.09375,-7.515625,0.421875,1.9375,1,1,0,0.0,4.0,-12.0,24
94,69,Yes,Yes,Yes,-5.9609375,-9.0703125,3.109375,-5.9375,-10.4140625,4.4765625,1.3671875,0,1,1,0.0,4.0,-12.0,24
77,28,Yes,Yes,Yes,-5.8984375,-8.921875,3.0234375,-5.875,-10.2265625,4.3515625,1.328125,0,1,1,0.0,4.0,-12.0,24
62,28,Yes,Yes,Yes,-6.046875,-9.4375,3.390625,-6.015625,-10.578125,4.5625,1.171875,0,1,1,0.0,4.0,-12.0,24
34,55,No,No,No,-8.6875,-6.34375,-2.34375,-6.87109375,-6.50390625,-0.3671875,1.9765625,0,1,1,0.0,4.0,-12.0,24
62,3,Yes,No,Yes,-6.984375,-6.8671875,-0.1171875,-6.12109375,-8.71875,2.59765625,2.71484375,1,0,1,0.0,4.0,-12.0,24
49,43,Yes,Yes,Yes,-5.99609375,-9.40625,3.41015625,-5.9453125,-10.5546875,4.609375,1.19921875,0,1,1,0.0,4.0,-12.0,24
85,86,No,No,No,-9.109375,-5.6640625,-3.4453125,-7.3359375,-5.828125,-1.5078125,1.9375,0,1,1,0.0,4.0,-12.0,24
51,92,No,No,Yes,-9.03125,-6.95703125,-2.07421875,-7.0703125,-7.1015625,0.03125,2.10546875,1,1,0,0.0,4.0,-12.0,24
21,59,No,No,No,-9.6953125,-7.484375,-2.2109375,-7.58203125,-7.42578125,-0.15625,2.0546875,0,1,1,0.0,4.0,-12.0,24
16,79,No,No,No,-9.3828125,-7.00390625,-2.37890625,-7.47265625,-6.92578125,-0.546875,1.83203125,0,1,1,0.0,4.0,-12.0,24
68,3,Yes,No,Yes,-7.21484375,-6.97265625,-0.2421875,-6.1875,-8.59375,2.40625,2.6484375,1,0,1,0.0,4.0,-12.0,24
50,75,No,No,No,-9.2265625,-6.421875,-2.8046875,-7.4453125,-6.40625,-1.0390625,1.765625,0,1,1,0.0,4.0,-12.0,24
72,84,No,No,No,-9.21875,-6.19921875,-3.01953125,-8.15625,-6.00390625,-2.15234375,0.8671875,0,1,1,0.0,4.0,-12.0,24
3,10,No,No,Yes,-8.703125,-6.33203125,-2.37109375,-6.515625,-7.2421875,0.7265625,3.09765625,1,1,0,0.0,4.0,-12.0,24
82,54,Yes,Yes,Yes,-5.90234375,-8.7890625,2.88671875,-5.828125,-9.984375,4.15625,1.26953125,0,1,1,0.0,4.0,-12.0,24
17,59,No,No,No,-9.546875,-7.22265625,-2.32421875,-7.79296875,-7.09765625,-0.6953125,1.62890625,0,1,1,0.0,4.0,-12.0,24
23,6,Yes,Yes,Yes,-6.19921875,-8.296875,2.09765625,-6.08984375,-10.2890625,4.19921875,2.1015625,0,1,1,0.0,4.0,-12.0,24
33,48,No,No,No,-9.296875,-6.65234375,-2.64453125,-7.484375,-6.59375,-0.890625,1.75390625,0,1,1,0.0,4.0,-12.0,24
41,27,Yes,Yes,Yes,-5.89453125,-9.2734375,3.37890625,-5.859375,-10.421875,4.5625,1.18359375,0,1,1,0.0,4.0,-12.0,24
58,41,Yes,Yes,Yes,-6.22265625,-9.515625,3.29296875,-6.2734375,-10.90625,4.6328125,1.33984375,0,1,1,0.0,4.0,-12.0,24
43,97,No,No,No,-9.3203125,-7.2265625,-2.09375,-7.72265625,-7.16015625,-0.5625,1.53125,0,1,1,0.0,4.0,-12.0,24
48,35,Yes,Yes,Yes,-5.8359375,-9.0,3.1640625,-5.828125,-10.375,4.546875,1.3828125,0,1,1,0.0,4.0,-12.0,24
96,53,Yes,Yes,Yes,-5.94140625,-8.828125,2.88671875,-5.9375,-10.2265625,4.2890625,1.40234375,0,1,1,0.0,4.0,-12.0,24
32,10,Yes,Yes,Yes,-5.9453125,-8.234375,2.2890625,-5.84765625,-10.2109375,4.36328125,2.07421875,0,1,1,0.0,4.0,-12.0,24
60,2,Yes,No,Yes,-7.1875,-6.7734375,-0.4140625,-6.140625,-8.8671875,2.7265625,3.140625,1,0,1,0.0,4.0,-12.0,24
95,69,Yes,Yes,Yes,-5.84375,-9.203125,3.359375,-5.86328125,-10.5390625,4.67578125,1.31640625,0,1,1,0.0,4.0,-12.0,24
6,44,No,No,Yes,-8.703125,-7.11328125,-1.58984375,-6.8125,-7.6328125,0.8203125,2.41015625,1,1,0,0.0,4.0,-12.0,24
28,83,No,No,No,-9.1328125,-7.0234375,-2.109375,-7.265625,-6.96875,-0.296875,1.8125,0,1,1,0.0,4.0,-12.0,24
8,99,No,No,No,-9.3203125,-5.86328125,-3.45703125,-8.2578125,-5.8515625,-2.40625,1.05078125,0,1,1,0.0,4.0,-12.0,24
83,5,Yes,Yes,Yes,-6.43359375,-6.82421875,0.390625,-5.8984375,-9.109375,3.2109375,2.8203125,0,1,1,0.0,4.0,-12.0,24
96,3,Yes,No,Yes,-6.95703125,-6.48046875,-0.4765625,-5.98046875,-8.59375,2.61328125,3.08984375,1,0,1,0.0,4.0,-12.0,24
31,25,Yes,Yes,Yes,-5.83203125,-9.34375,3.51171875,-5.8125,-10.546875,4.734375,1.22265625,0,1,1,0.0,4.0,-12.0,24
2,79,No,No,No,-8.578125,-6.296875,-2.28125,-6.7578125,-6.4921875,-0.265625,2.015625,0,1,1,0.0,4.0,-12.0,24
19,30,No,No,Yes,-8.8984375,-6.29296875,-2.60546875,-6.6640625,-6.671875,0.0078125,2.61328125,1,1,0,0.0,4.0,-12.0,24
16,60,No,No,No,-8.796875,-6.58203125,-2.21484375,-6.8671875,-6.8515625,-0.015625,2.19921875,0,1,1,0.0,4.0,-12.0,24
85,14,Yes,Yes,Yes,-6.33984375,-6.94140625,0.6015625,-5.828125,-9.4453125,3.6171875,3.015625,0,1,1,0.0,4.0,-12.0,24
72,27,Yes,Yes,Yes,-5.8671875,-7.7734375,1.90625,-5.72265625,-9.3984375,3.67578125,1.76953125,0,1,1,0.0,4.0,-12.0,24
59,89,No,No,No,-9.21875,-6.7890625,-2.4296875,-7.6328125,-6.6484375,-0.984375,1.4453125,0,1,1,0.0,4.0,-12.0,24
32,98,No,No,No,-8.90625,-6.58984375,-2.31640625,-7.20703125,-6.63671875,-0.5703125,1.74609375,0,1,1,0.0,4.0,-12.0,24
47,21,Yes,Yes,Yes,-6.2265625,-10.3203125,4.09375,-6.25390625,-11.1796875,4.92578125,0.83203125,0,1,1,0.0,4.0,-12.0,24
77,77,No,No,Yes,-7.796875,-6.40625,-1.390625,-6.546875,-6.9921875,0.4453125,1.8359375,1,1,0,0.0,4.0,-12.0,24
95,91,Yes,Yes,Yes,-5.859375,-8.9921875,3.1328125,-5.828125,-10.1953125,4.3671875,1.234375,0,1,1,0.0,4.0,-12.0,24
14,99,No,No,Yes,-8.6953125,-6.61328125,-2.08203125,-6.890625,-6.9140625,0.0234375,2.10546875,1,1,0,0.0,4.0,-12.0,24
20,39,No,No,Yes,-9.4765625,-7.30859375,-2.16796875,-7.27734375,-7.44140625,0.1640625,2.33203125,1,1,0,0.0,4.0,-12.0,24
13,74,No,No,No,-9.1953125,-7.03125,-2.1640625,-7.1875,-7.1328125,-0.0546875,2.109375,0,1,1,0.0,4.0,-12.0,24
3,39,No,No,No,-8.9453125,-6.125,-2.8203125,-6.796875,-6.359375,-0.4375,2.3828125,0,1,1,0.0,4.0,-12.0,24
73,86,No,No,No,-9.046875,-6.19140625,-2.85546875,-7.328125,-6.140625,-1.1875,1.66796875,0,1,1,0.0,4.0,-12.0,24
48,50,No,No,No,-8.71875,-5.96484375,-2.75390625,-7.1015625,-6.109375,-0.9921875,1.76171875,0,1,1,0.0,4.0,-12.0,24
91,25,Yes,Yes,Yes,-5.99609375,-8.09375,2.09765625,-5.85546875,-9.953125,4.09765625,2.0,0,1,1,0.0,4.0,-12.0,24
9,75,No,No,Yes,-8.4140625,-6.61328125,-1.80078125,-6.546875,-7.2265625,0.6796875,2.48046875,1,1,0,0.0,4.0,-12.0,24
88,80,Yes,Yes,Yes,-5.9140625,-9.4765625,3.5625,-5.91796875,-10.5703125,4.65234375,1.08984375,0,1,1,0.0,4.0,-12.0,24
31,13,Yes,Yes,Yes,-5.8203125,-9.515625,3.6953125,-5.8359375,-10.5546875,4.71875,1.0234375,0,1,1,0.0,4.0,-12.0,24
89,98,No,No,No,-8.8671875,-6.1015625,-2.765625,-7.12109375,-6.19140625,-0.9296875,1.8359375,0,1,1,0.0,4.0,-12.0,24
38,87,No,No,No,-8.671875,-6.50390625,-2.16796875,-6.76953125,-6.57421875,-0.1953125,1.97265625,0,1,1,0.0,4.0,-12.0,24
76,15,Yes,Yes,Yes,-5.7109375,-8.078125,2.3671875,-5.6796875,-9.9609375,4.28125,1.9140625,0,1,1,0.0,4.0,-12.0,24
72,5,Yes,Yes,Yes,-6.23828125,-7.06640625,0.828125,-5.86328125,-9.1484375,3.28515625,2.45703125,0,1,1,0.0,4.0,-12.0,24
44,68,No,No,Yes,-8.671875,-6.79296875,-1.87890625,-6.78125,-6.9296875,0.1484375,2.02734375,1,1,0,0.0,4.0,-12.0,24
54,84,No,No,No,-9.296875,-6.65234375,-2.64453125,-7.8203125,-6.4453125,-1.375,1.26953125,0,1,1,0.0,4.0,-12.0,24
47,8,Yes,Yes,Yes,-6.33203125,-7.34765625,1.015625,-5.9453125,-9.7578125,3.8125,2.796875,0,1,1,0.0,4.0,-12.0,24
64,82,No,No,No,-8.7890625,-6.6171875,-2.171875,-7.30078125,-6.42578125,-0.875,1.296875,0,1,1,0.0,4.0,-12.0,24
43,1,Yes,Yes,Yes,-6.546875,-6.859375,0.3125,-5.92578125,-9.15625,3.23046875,2.91796875,0,1,1,0.0,4.0,-12.0,24
53,62,No,No,No,-9.03125,-6.328125,-2.703125,-7.89453125,-6.12109375,-1.7734375,0.9296875,0,1,1,0.0,4.0,-12.0,24
13,55,No,No,No,-8.6796875,-6.6015625,-2.078125,-6.953125,-6.8359375,-0.1171875,1.9609375,0,1,1,0.0,4.0,-12.0,24
46,81,No,No,Yes,-8.828125,-7.11328125,-1.71484375,-6.984375,-7.1484375,0.1640625,1.87890625,1,1,0,0.0,4.0,-12.0,24
58,90,No,No,Yes,-8.7109375,-6.81640625,-1.89453125,-6.71484375,-7.23046875,0.515625,2.41015625,1,1,0,0.0,4.0,-12.0,24
19,55,No,No,Yes,-8.359375,-6.546875,-1.8125,-6.63671875,-6.94140625,0.3046875,2.1171875,1,1,0,0.0,4.0,-12.0,24
22,93,No,No,No,-9.375,-7.1328125,-2.2421875,-7.7578125,-7.046875,-0.7109375,1.53125,0,1,1,0.0,4.0,-12.0,24
66,83,No,No,Yes,-8.59375,-6.859375,-1.734375,-6.6796875,-7.015625,0.3359375,2.0703125,1,1,0,0.0,4.0,-12.0,24
34,78,No,No,No,-9.4453125,-6.59765625,-2.84765625,-7.99609375,-6.37890625,-1.6171875,1.23046875,0,1,1,0.0,4.0,-12.0,24
68,99,No,No,No,-9.4375,-7.0234375,-2.4140625,-8.2734375,-6.796875,-1.4765625,0.9375,0,1,1,0.0,4.0,-12.0,24
61,59,Yes,Yes,Yes,-6.09765625,-9.2578125,3.16015625,-6.15234375,-10.671875,4.51953125,1.359375,0,1,1,0.0,4.0,-12.0,24
55,93,No,No,Yes,-8.8359375,-6.84375,-1.9921875,-6.890625,-6.953125,0.0625,2.0546875,1,1,0,0.0,4.0,-12.0,24
75,34,Yes,Yes,Yes,-5.828125,-9.2421875,3.4140625,-5.9453125,-10.7421875,4.796875,1.3828125,0,1,1,0.0,4.0,-12.0,24
41,31,Yes,Yes,Yes,-6.05078125,-8.828125,2.77734375,-6.0390625,-10.3359375,4.296875,1.51953125,0,1,1,0.0,4.0,-12.0,24
11,35,No,No,Yes,-8.8828125,-6.796875,-2.0859375,-7.0078125,-7.0546875,0.046875,2.1328125,1,1,0,0.0,4.0,-12.0,24
57,31,Yes,Yes,Yes,-6.1171875,-9.4375,3.3203125,-6.21484375,-10.8359375,4.62109375,1.30078125,0,1,1,0.0,4.0,-12.0,24
96,59,Yes,Yes,Yes,-5.91796875,-9.2109375,3.29296875,-5.96875,-10.578125,4.609375,1.31640625,0,1,1,0.0,4.0,-12.0,24
72,78,No,No,No,-8.6328125,-5.91796875,-2.71484375,-7.0078125,-5.9765625,-1.03125,1.68359375,0,1,1,0.0,4.0,-12.0,24
85,48,Yes,Yes,Yes,-5.90234375,-9.5546875,3.65234375,-5.8984375,-10.6484375,4.75,1.09765625,0,1,1,0.0,4.0,-12.0,24
43,3,Yes,Yes,Yes,-6.28125,-7.5,1.21875,-6.00390625,-9.734375,3.73046875,2.51171875,0,1,1,0.0,4.0,-12.0,24
63,41,Yes,Yes,Yes,-6.34765625,-9.734375,3.38671875,-6.4375,-11.1171875,4.6796875,1.29296875,0,1,1,0.0,4.0,-12.0,24
23,62,No,No,Yes,-8.953125,-6.98828125,-1.96484375,-6.93359375,-7.09765625,0.1640625,2.12890625,1,1,0,0.0,4.0,-12.0,24
27,45,No,No,No,-9.171875,-6.58984375,-2.58203125,-7.52734375,-6.50390625,-1.0234375,1.55859375,0,1,1,0.0,4.0,-12.0,24
33,43,No,No,Yes,-7.9609375,-6.3828125,-1.578125,-6.30078125,-6.91015625,0.609375,2.1875,1,1,0,0.0,4.0,-12.0,24
35,76,No,No,No,-9.3359375,-6.9296875,-2.40625,-7.3515625,-6.8515625,-0.5,1.90625,0,1,1,0.0,4.0,-12.0,24
89,35,Yes,Yes,Yes,-5.9609375,-9.1875,3.2265625,-5.953125,-10.390625,4.4375,1.2109375,0,1,1,0.0,4.0,-12.0,24
71,1,Yes,No,Yes,-7.0078125,-6.1953125,-0.8125,-5.8203125,-8.53125,2.7109375,3.5234375,1,0,1,0.0,4.0,-12.0,24
66,24,Yes,Yes,Yes,-6.13671875,-9.0234375,2.88671875,-6.078125,-10.359375,4.28125,1.39453125,0,1,1,0.0,4.0,-12.0,24
10,30,No,No,No,-9.625,-6.6640625,-2.9609375,-7.984375,-6.6484375,-1.3359375,1.625,0,1,1,0.0,4.0,-12.0,24
92,52,Yes,Yes,Yes,-6.08203125,-7.66796875,1.5859375,-5.8671875,-9.3359375,3.46875,1.8828125,0,1,1,0.0,4.0,-12.0,24
62,71,No,No,No,-9.328125,-6.91015625,-2.41796875,-7.9765625,-6.703125,-1.2734375,1.14453125,0,1,1,0.0,4.0,-12.0,24
97,30,Yes,Yes,Yes,-6.046875,-8.71875,2.671875,-5.9765625,-10.1796875,4.203125,1.53125,0,1,1,0.0,4.0,-12.0,24
88,60,Yes,Yes,Yes,-5.90625,-8.75,2.84375,-5.86328125,-10.125,4.26171875,1.41796875,0,1,1,0.0,4.0,-12.0,24
82,91,No,No,No,-8.8828125,-6.15234375,-2.73046875,-7.16015625,-6.12890625,-1.03125,1.69921875,0,1,1,0.0,4.0,-12.0,24
62,57,Yes,Yes,Yes,-5.91015625,-9.7578125,3.84765625,-5.98046875,-10.8125,4.83203125,0.984375,0,1,1,0.0,4.0,-12.0,24
2,11,No,No,Yes,-8.453125,-6.1328125,-2.3203125,-6.48046875,-6.80078125,0.3203125,2.640625,1,1,0,0.0,4.0,-12.0,24
37,28,Yes,Yes,Yes,-5.77734375,-9.8046875,4.02734375,-5.828125,-10.71875,4.890625,0.86328125,0,1,1,0.0,4.0,-12.0,24
51,88,No,No,No,-9.125,-6.8828125,-2.2421875,-7.23046875,-6.91796875,-0.3125,1.9296875,0,1,1,0.0,4.0,-12.0,24
31,39,No,No,No,-8.6484375,-5.9765625,-2.671875,-6.578125,-6.234375,-0.34375,2.328125,0,1,1,0.0,4.0,-12.0,24
84,74,Yes,Yes,Yes,-5.890625,-8.015625,2.125,-5.83203125,-9.6875,3.85546875,1.73046875,0,1,1,0.0,4.0,-12.0,24
47,60,No,No,Yes,-8.5625,-6.59765625,-1.96484375,-6.5390625,-6.9296875,0.390625,2.35546875,1,1,0,0.0,4.0,-12.0,24
70,67,Yes,Yes,Yes,-5.97265625,-9.6875,3.71484375,-6.03515625,-10.9609375,4.92578125,1.2109375,0,1,1,0.0,4.0,-12.0,24
44,54,No,No,No,-8.6015625,-6.546875,-2.0546875,-7.01171875,-6.67578125,-0.3359375,1.71875,0,1,1,0.0,4.0,-12.0,24
95,70,Yes,Yes,Yes,-5.98828125,-8.65625,2.66796875,-5.8515625,-10.125,4.2734375,1.60546875,0,1,1,0.0,4.0,-12.0,24
42,45,No,No,No,-8.625,-5.99609375,-2.62890625,-6.78515625,-6.26171875,-0.5234375,2.10546875,0,1,1,0.0,4.0,-12.0,24
89,58,Yes,Yes,Yes,-6.015625,-9.0625,3.046875,-6.02734375,-10.4453125,4.41796875,1.37109375,0,1,1,0.0,4.0,-12.0,24
34,39,No,No,No,-9.03125,-6.04296875,-2.98828125,-7.265625,-6.0625,-1.203125,1.78515625,0,1,1,0.0,4.0,-12.0,24
32,29,Yes,Yes,Yes,-5.71875,-9.0078125,3.2890625,-5.70703125,-10.1875,4.48046875,1.19140625,0,1,1,0.0,4.0,-12.0,24
15,92,No,No,No,-9.734375,-7.6484375,-2.0859375,-7.80078125,-7.65234375,-0.1484375,1.9375,0,1,1,0.0,4.0,-12.0,24
24,40,No,No,Yes,-8.5859375,-6.5,-2.0859375,-6.36328125,-7.05859375,0.6953125,2.78125,1,1,0,0.0,4.0,-12.0,24
15,95,No,No,No,-9.6953125,-7.55078125,-2.14453125,-7.90625,-7.5859375,-0.3203125,1.82421875,0,1,1,0.0,4.0,-12.0,24
68,97,No,No,No,-9.4453125,-7.41796875,-2.02734375,-7.984375,-7.1796875,-0.8046875,1.22265625,0,1,1,0.0,4.0,-12.0,24
88,23,Yes,Yes,Yes,-5.93359375,-7.91015625,1.9765625,-5.78125,-9.5703125,3.7890625,1.8125,0,1,1,0.0,4.0,-12.0,24
24,27,No,No,No,-8.734375,-5.9765625,-2.7578125,-6.75,-6.3515625,-0.3984375,2.359375,0,1,1,0.0,4.0,-12.0,24
94,61,Yes,Yes,Yes,-6.21875,-9.0546875,2.8359375,-6.25390625,-10.5859375,4.33203125,1.49609375,0,1,1,0.0,4.0,-12.0,24
35,92,No,No,Yes,-9.046875,-7.140625,-1.90625,-6.9921875,-7.4140625,0.421875,2.328125,1,1,0,0.0,4.0,-12.0,24
75,97,No,No,No,-9.0,-6.59765625,-2.40234375,-7.5,-6.4765625,-1.0234375,1.37890625,0,1,1,0.0,4.0,-12.0,24
67,76,No,No,No,-9.515625,-6.98828125,-2.52734375,-8.0859375,-6.7734375,-1.3125,1.21484375,0,1,1,0.0,4.0,-12.0,24
36,12,Yes,Yes,Yes,-5.96875,-8.875,2.90625,-5.921875,-10.5390625,4.6171875,1.7109375,0,1,1,0.0,4.0,-12.0,24
24,37,No,No,Yes,-8.578125,-6.3359375,-2.2421875,-6.48828125,-6.62109375,0.1328125,2.375,1,1,0,0.0,4.0,-12.0,24
29,46,No,No,No,-9.234375,-6.84375,-2.390625,-7.24609375,-6.81640625,-0.4296875,1.9609375,0,1,1,0.0,4.0,-12.0,24
22,38,No,No,No,-9.125,-6.80078125,-2.32421875,-7.0234375,-6.9296875,-0.09375,2.23046875,0,1,1,0.0,4.0,-12.0,24
1,90,No,No,Yes,-8.015625,-6.31640625,-1.69921875,-6.32421875,-7.08203125,0.7578125,2.45703125,1,1,0,0.0,4.0,-12.0,24
68,16,Yes,Yes,Yes,-6.0625,-8.1640625,2.1015625,-5.93359375,-9.9296875,3.99609375,1.89453125,0,1,1,0.0,4.0,-12.0,24
35,5,Yes,Yes,Yes,-6.53515625,-7.06640625,0.53125,-6.0,-9.75,3.75,3.21875,0,1,1,0.0,4.0,-12.0,24
6,70,No,No,No,-9.734375,-6.6015625,-3.1328125,-8.484375,-6.46875,-2.015625,1.1171875,0,1,1,0.0,4.0,-12.0,24
37,89,No,No,No,-8.9921875,-6.60546875,-2.38671875,-7.0703125,-6.609375,-0.4609375,1.92578125,0,1,1,0.0,4.0,-12.0,24
16,81,No,No,No,-8.9375,-6.9453125,-1.9921875,-7.265625,-6.9921875,-0.2734375,1.71875,0,1,1,0.0,4.0,-12.0,24
96,62,Yes,Yes,Yes,-5.9375,-8.2890625,2.3515625,-5.88671875,-9.953125,4.06640625,1.71484375,0,1,1,0.0,4.0,-12.0,24
13,1,Yes,No,Yes,-6.8515625,-6.8125,-0.0390625,-6.1328125,-9.21875,3.0859375,3.125,1,0,1,0.0,4.0,-12.0,24
73,36,Yes,Yes,Yes,-5.68359375,-9.1328125,3.44921875,-5.7734375,-10.453125,4.6796875,1.23046875,0,1,1,0.0,4.0,-12.0,24
60,61,No,No,No,-8.7109375,-6.01171875,-2.69921875,-7.23046875,-6.09765625,-1.1328125,1.56640625,0,1,1,0.0,4.0,-12.0,24
56,43,Yes,Yes,Yes,-5.99609375,-9.5078125,3.51171875,-6.046875,-10.828125,4.78125,1.26953125,0,1,1,0.0,4.0,-12.0,24
23,6,Yes,Yes,Yes,-6.19921875,-8.296875,2.09765625,-6.08984375,-10.2890625,4.19921875,2.1015625,0,1,1,0.0,4.0,-12.0,24
32,61,No,No,No,-9.03125,-6.703125,-2.328125,-6.890625,-6.7578125,-0.1328125,2.1953125,0,1,1,0.0,4.0,-12.0,24
14,8,Yes,Yes,Yes,-6.09375,-10.296875,4.203125,-6.09375,-11.3515625,5.2578125,1.0546875,0,1,1,0.0,4.0,-12.0,24
51,62,No,No,No,-8.8359375,-6.23828125,-2.59765625,-7.390625,-6.125,-1.265625,1.33203125,0,1,1,0.0,4.0,-12.0,24
9,73,No,No,Yes,-8.84375,-7.12109375,-1.72265625,-6.765625,-7.703125,0.9375,2.66015625,1,1,0,0.0,4.0,-12.0,24
80,87,No,No,Yes,-7.9921875,-5.515625,-2.4765625,-5.94140625,-6.22265625,0.28125,2.7578125,1,1,0,0.0,4.0,-12.0,24
6,19,No,No,Yes,-8.8359375,-6.515625,-2.3203125,-6.6953125,-7.09375,0.3984375,2.71875,1,1,0,0.0,4.0,-12.0,24
19,72,No,No,No,-9.0,-6.94921875,-2.05078125,-7.29296875,-6.98828125,-0.3046875,1.74609375,0,1,1,0.0,4.0,-12.0,24
38,10,Yes,Yes,Yes,-6.02734375,-7.71484375,1.6875,-5.80078125,-9.625,3.82421875,2.13671875,0,1,1,0.0,4.0,-12.0,24
31,15,Yes,Yes,Yes,-5.9375,-9.984375,4.046875,-5.9140625,-10.9375,5.0234375,0.9765625,0,1,1,0.0,4.0,-12.0,24
71,97,No,No,No,-9.34375,-6.84765625,-2.49609375,-7.8515625,-6.65625,-1.1953125,1.30078125,0,1,1,0.0,4.0,-12.0,24
53,77,No,No,No,-9.0,-6.6015625,-2.3984375,-7.2421875,-6.5625,-0.6796875,1.71875,0,1,1,0.0,4.0,-12.0,24
76,79,No,No,No,-8.1875,-5.68359375,-2.50390625,-6.24609375,-6.06640625,-0.1796875,2.32421875,0,1,1,0.0,4.0,-12.0,24
28,99,No,No,No,-9.234375,-6.76171875,-2.47265625,-7.7734375,-6.6953125,-1.078125,1.39453125,0,1,1,0.0,4.0,-12.0,24
66,48,Yes,Yes,Yes,-6.19140625,-9.8515625,3.66015625,-6.21484375,-10.984375,4.76953125,1.109375,0,1,1,0.0,4.0,-12.0,24
57,56,Yes,Yes,Yes,-5.828125,-8.7109375,2.8828125,-5.93359375,-10.3359375,4.40234375,1.51953125,0,1,1,0.0,4.0,-12.0,24
38,75,No,No,Yes,-8.3203125,-6.46875,-1.8515625,-6.41796875,-6.80078125,0.3828125,2.234375,1,1,0,0.0,4.0,-12.0,24
